Time,Duty Cycle,Corrected Sensor Difference,Raw Sensor 0,Raw Sensor 1
1736039506.2908332,0,-0.002382922729121606,1.3645136186770428,1.7258091096360721
1736039506.293937,0,0.0008397826954605336,1.367736324101625,1.7258091096360721
1736039506.2968798,0,-0.005605628153703968,1.3645136186770428,1.7290318150606545
1736039506.2997737,0,0.0008397826954605336,1.367736324101625,1.7258091096360721
1736039506.3026285,0,0.0008397826954605336,1.367736324101625,1.7258091096360721
1736039506.3054707,0,0.0008397826954605336,1.367736324101625,1.7258091096360721
1736039506.3083327,0,0.0008397826954605336,1.367736324101625,1.7258091096360721
1736039506.311182,0,-0.002382922729121606,1.3645136186770428,1.7258091096360721
1736039506.3140242,0,-0.002382922729121606,1.3645136186770428,1.7258091096360721
1736039506.3168693,1,-0.013784036956974,1.367736324101625,1.7290318150606545
1736039506.3200808,1,-0.007338626107809498,1.3645136186770428,1.7193636987869079
1736039506.3231752,1,-0.000893215258644775,1.3645136186770428,1.7129182879377431
1736039506.3260455,1,-0.010561331532391638,1.3645136186770428,1.72258640421149
1736039506.3289125,1,-0.000893215258644775,1.3645136186770428,1.7129182879377431
1736039506.3317516,1,0.008774901015102088,1.3645136186770428,1.7032501716639963
1736039506.3347163,1,-0.000893215258644775,1.3645136186770428,1.7129182879377431
1736039506.3376305,1,0.005552195590519726,1.3645136186770428,1.7064728770885786
1736039506.3405123,1,-0.004115920683226915,1.3645136186770428,1.7161409933623253
1736039506.3433833,2,-0.008783300534261573,1.3645136186770428,1.7129182879377431
1736039506.346533,2,0.00415787593632666,1.3645136186770428,1.699977111467155
1736039506.3496497,2,-0.012006005958843935,1.3612909132524604,1.7129182879377431
1736039506.352537,2,-0.005560595109679212,1.3580682078278783,1.7032501716639963
1736039506.3554034,2,0.007380581360909022,1.3645136186770428,1.6967544060425725
1736039506.3582802,2,-0.005560595109679434,1.3612909132524604,1.7064728770885786
1736039506.361115,2,0.00415787593632666,1.3645136186770428,1.699977111467155
1736039506.3639739,2,-0.005560595109679434,1.3612909132524604,1.7064728770885786
1736039506.3668087,2,0.00415787593632666,1.3645136186770428,1.699977111467155
1736039506.3696835,3,-0.023294159296402328,1.3612909132524604,1.7129182879377431
1736039506.372873,3,-0.010352982825814094,1.3612909132524604,1.699977111467155
1736039506.375795,3,-0.0006848665520672315,1.3612909132524604,1.690308995193408
1736039506.3786995,3,-0.013626043022655465,1.3612909132524604,1.7032501716639963
1736039506.381544,3,-0.007130277401231511,1.3580682078278783,1.6935317006179902
1736039506.3843827,3,-0.013575688250396234,1.3580682078278783,1.699977111467155
1736039506.38722,3,-0.013575688250396456,1.3548455024032957,1.6967544060425725
1736039506.3900855,3,0.00253783887251513,1.3612909132524604,1.6870862897688257
1736039506.3929465,3,-0.013575688250396234,1.3580682078278783,1.699977111467155
1736039506.3957994,4,-0.00245513429640265,1.3580682078278783,1.6838635843442435
1736039506.3989954,4,-0.018568661419314014,1.3580682078278783,1.699977111467155
1736039506.4020793,4,-0.008900545145567373,1.3548455024032957,1.6870862897688257
1736039506.4049768,4,-0.00567783972098479,1.3580682078278783,1.6870862897688257
1736039506.407878,4,-0.018568661419314236,1.3548455024032957,1.6967544060425725
1736039506.4107306,4,-0.00245513429640265,1.3548455024032957,1.680640878919661
1736039506.4135587,4,-0.012123250570149291,1.3580682078278783,1.6935317006179902
1736039506.4164057,4,-0.008900545145567373,1.3548455024032957,1.6870862897688257
1736039506.4193022,4,0.007212981977344213,1.3580682078278783,1.6741954680704967
1736039506.4221604,5,-0.01759469428817928,1.3548455024032957,1.6870862897688257
1736039506.4253583,5,-0.0047038725898498335,1.3580682078278783,1.6774181734950788
1736039506.4284604,5,0.0017415382593142237,1.3548455024032957,1.6677500572213322
1736039506.431325,5,-0.014371988863596696,1.3516227969787136,1.680640878919661
1736039506.4341748,5,-0.0014811671652676939,1.3580682078278783,1.6741954680704967
1736039506.4370155,5,-0.01759469428817928,1.3516227969787136,1.6838635843442435
1736039506.4398758,5,-0.0047038725898502776,1.3548455024032957,1.6741954680704967
1736039506.442725,5,-0.011149283439014557,1.3548455024032957,1.680640878919661
1736039506.445572,5,-0.007926578014432417,1.3516227969787136,1.6741954680704967
1736039506.4484322,6,-0.004072858058137563,1.3548455024032957,1.6645273517967496
1736039506.451624,6,-0.020186385181048927,1.3516227969787136,1.6774181734950788
1736039506.4544878,6,-0.0008501526335554233,1.3548455024032957,1.6613046463721675
1736039506.4576118,6,0.0055952582156093,1.3516227969787136,1.6516365300984206
1736039506.4604821,6,-0.016963679756466787,1.3516227969787136,1.6741954680704967
1736039506.4633358,6,-0.0008501526335554233,1.3548455024032957,1.6613046463721675
1736039506.4661696,6,-0.016963679756466787,1.3516227969787136,1.6741954680704967
1736039506.4690325,6,-0.004072858058137563,1.3548455024032957,1.6645273517967496
1736039506.4718869,6,-0.016963679756466787,1.3516227969787136,1.6741954680704967
1736039506.4747884,7,-0.009394869131254813,1.3516227969787136,1.6613046463721675
1736039506.4780283,7,-0.0029494582820903115,1.3548455024032957,1.658081940947585
1736039506.4809043,7,-0.019062985405001676,1.3516227969787136,1.6709727626459143
1736039506.4838252,7,0.0002732471424920502,1.3516227969787136,1.6516365300984206
1736039506.486686,7,0.003546307339333421,1.3516227969787136,1.6483634699015792
1736039506.489541,7,-0.006172163706672451,1.345177386129549,1.6516365300984206
1736039506.492378,7,0.013214423613080284,1.3516227969787136,1.6386953536278324
1736039506.495233,7,-0.015840279980419314,1.345177386129549,1.6613046463721675
1736039506.4981232,7,0.006769012763915783,1.3516227969787136,1.6451407644769969
1736039506.5010011,8,-0.023241951340334688,1.345177386129549,1.658081940947585
1736039506.5041926,8,-0.016746185718911177,1.3419546807049667,1.6483634699015792
1736039506.5072665,8,0.00903545767774705,1.3484000915541312,1.6290272373540855
1736039506.5101645,8,-0.016796540491170187,1.345177386129549,1.6516365300984206
1736039506.513016,8,-0.0070780694451643145,1.3419546807049667,1.6386953536278324
1736039506.5158553,8,0.0025900468285823264,1.3484000915541312,1.6354726482032502
1736039506.5187418,8,-0.010300774869746454,1.3419546807049667,1.6419180590524145
1736039506.521584,8,0.00903545767774705,1.3484000915541312,1.6290272373540855
1736039506.5244288,8,-0.016746185718911177,1.3419546807049667,1.6483634699015792
1736039506.5272686,9,0.005436872749014221,1.3484000915541312,1.6258045319295031
1736039506.5304582,9,-0.020344770647644006,1.345177386129549,1.6483634699015792
1736039506.5334969,9,-0.013949714570738736,1.3386816205081253,1.6354726482032502
1736039506.5365763,9,0.0022141673244320814,1.345177386129549,1.6258045319295031
1736039506.53949,9,-0.0010085381001502802,1.3419546807049667,1.6258045319295031
1736039506.5423508,9,-0.010727009146156374,1.3386816205081253,1.6322499427786679
1736039506.5451949,9,0.011882283598178722,1.345177386129549,1.6161364156557565
1736039506.5480912,9,-0.013949714570738736,1.3386816205081253,1.6354726482032502
1736039506.5509546,9,0.008659578173596583,1.345177386129549,1.6193591210803386
1736039506.5538073,10,-0.020227489627568318,1.3419546807049667,1.6386953536278324
1736039506.5569687,10,-0.017055138975245188,1.3386816205081253,1.6322499427786679
1736039506.5600643,10,0.011999564618254632,1.345177386129549,1.6096910048065918
