Time_s,Sensor0_Raw,Sensor1_Raw,DutyCycle,is_from_callback,Sensor1_Hist_0,Sensor1_Hist_1,Sensor1_Hist_2,Sensor1_Hist_3,Sensor1_Hist_4,Sensor1_Hist_5,Sensor1_Hist_6,Sensor1_Hist_7,Sensor1_Hist_8,Sensor1_Hist_9,DutyCycle_Hist_0,DutyCycle_Hist_1,DutyCycle_Hist_2,DutyCycle_Hist_3,DutyCycle_Hist_4,DutyCycle_Hist_5,DutyCycle_Hist_6,DutyCycle_Hist_7,DutyCycle_Hist_8,DutyCycle_Hist_9
1737354680.127,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.129,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.132,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.134,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.137,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.139,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.141,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.144,1.1258,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.146,1.1258,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.148,1.1258,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.151,1.1258,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.153,1.1258,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.155,1.1258,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.158,1.1258,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.160,1.1258,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.164,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,50.00
1737354680.167,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,50.00,50.00
1737354680.170,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,50.00,50.00,50.00
1737354680.172,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,50.00,50.00,50.00,50.00
1737354680.175,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,50.00,50.00,50.00,50.00,50.00
1737354680.179,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.181,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.183,1.1193,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.186,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.189,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.192,1.1129,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.195,1.1129,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.198,1.1129,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.201,1.1129,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.203,1.1129,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.206,1.1129,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.210,1.1129,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.216,1.1129,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,75.00
1737354680.219,1.1129,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,75.00,75.00
1737354680.221,1.1129,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,75.00,75.00,75.00
1737354680.225,1.1129,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,75.00,75.00,75.00,75.00
1737354680.230,1.1129,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,75.00,75.00,75.00,75.00,75.00
1737354680.237,1.1129,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,75.00,75.00,75.00,75.00,75.00,75.00
1737354680.239,1.1129,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
1737354680.242,1.1097,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
1737354680.245,1.1032,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
1737354680.250,1.1032,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
1737354680.254,1.1032,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
1737354680.257,1.1032,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
1737354680.259,1.1032,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
1737354680.262,1.1032,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
1737354680.268,1.1032,1.0290,100.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,100.00
1737354680.273,1.1032,1.0290,100.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,100.00,100.00
1737354680.277,1.1032,1.0290,100.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,75.00,75.00,100.00,100.00,100.00
1737354680.281,1.1032,1.0290,100.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,75.00,100.00,100.00,100.00,100.00
1737354680.285,1.1032,1.0290,100.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,75.00,100.00,100.00,100.00,100.00,100.00
1737354680.296,1.1032,1.0290,100.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,75.00,100.00,100.00,100.00,100.00,100.00,100.00
1737354680.304,1.1032,1.0290,100.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,75.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
1737354680.310,1.0936,1.0290,100.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,75.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
1737354680.318,1.0936,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,75.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00
1737354680.320,1.0936,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00
1737354680.322,1.0936,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00
1737354680.325,1.0936,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00
1737354680.327,1.0936,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00
1737354680.329,1.0936,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.331,1.0936,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.333,1.1032,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.335,1.1226,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.337,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.339,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.341,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.343,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.345,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.347,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.349,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.351,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.353,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.355,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.357,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.359,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.361,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.363,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.365,1.1290,1.0290,0.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1737354680.367,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
1737354680.370,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00
1737354680.372,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,25.00
1737354680.374,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,25.00,25.00
1737354680.376,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,0.00,25.00,25.00,25.00,25.00,25.00
1737354680.378,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,0.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.381,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,0.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.383,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,0.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.385,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,0.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.387,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.389,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.392,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.394,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.397,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.399,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.402,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.404,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.407,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.409,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.411,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.413,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.415,1.1290,1.0290,25.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
1737354680.417,1.1290,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,50.00
1737354680.421,1.1290,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,50.00,50.00
1737354680.423,1.1290,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,25.00,50.00,50.00,50.00
1737354680.425,1.1290,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,25.00,50.00,50.00,50.00,50.00
1737354680.427,1.1290,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,25.00,50.00,50.00,50.00,50.00,50.00
1737354680.429,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,25.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.434,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,25.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.436,1.1258,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,25.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.438,1.1226,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,25.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.444,1.1193,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.446,1.1193,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.448,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.450,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.454,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.456,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.458,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.460,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.463,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.465,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.467,1.1161,1.0290,50.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1737354680.470,1.1161,1.0290,75.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,75.00
