Time_s,Sensor0_Raw,Sensor1_Raw,DutyCycle,is_from_callback,Sensor1_Hist_0,Sensor1_Hist_1,Sensor1_Hist_2,Sensor1_Hist_3,Sensor1_Hist_4,Sensor1_Hist_5,Sensor1_Hist_6,Sensor1_Hist_7,Sensor1_Hist_8,Sensor1_Hist_9,DutyCycle_Hist_0,DutyCycle_Hist_1,DutyCycle_Hist_2,DutyCycle_Hist_3,DutyCycle_Hist_4,DutyCycle_Hist_5,DutyCycle_Hist_6,DutyCycle_Hist_7,DutyCycle_Hist_8,DutyCycle_Hist_9
1737354694.028,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.030,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.033,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.035,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.037,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.040,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.042,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.045,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.047,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.050,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.054,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.057,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.060,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.063,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.065,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.068,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.071,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.073,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.076,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.079,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.082,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.084,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.088,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.091,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.095,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.098,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.100,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.102,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.105,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.107,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.111,1.1161,1.0290,51.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00
1737354694.114,1.1161,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,49.00
1737354694.117,1.1161,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,49.00,49.00
1737354694.119,1.1161,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,51.00,49.00,49.00,49.00
1737354694.122,1.1161,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,51.00,49.00,49.00,49.00,49.00
1737354694.124,1.1161,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,51.00,49.00,49.00,49.00,49.00,49.00
1737354694.127,1.1161,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,51.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.129,1.1161,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,51.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.133,1.1161,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,51.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.136,1.1161,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,51.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.139,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.141,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.144,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.146,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.148,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.151,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.153,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.155,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.158,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.160,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.163,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.165,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.168,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.171,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.174,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.177,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.179,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.182,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.185,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.187,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.191,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.193,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.196,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.199,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.201,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.204,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.210,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.213,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.217,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.222,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.224,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.227,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.230,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.233,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.235,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.238,1.1193,1.0323,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.240,1.1193,1.0323,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.243,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.245,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.248,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.250,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.253,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.256,1.1193,1.0290,49.00,False,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.259,1.1193,1.0323,49.00,False,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.262,1.1193,1.0323,49.00,False,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1737354694.267,1.1193,1.0290,47.00,False,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,47.00
1737354694.269,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,47.00,47.00
1737354694.272,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,49.00,47.00,47.00,47.00
1737354694.275,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,49.00,47.00,47.00,47.00,47.00
1737354694.277,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,49.00,47.00,47.00,47.00,47.00,47.00
1737354694.280,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,49.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.283,1.1193,1.0290,47.00,False,1.0290,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,49.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.285,1.1193,1.0290,47.00,False,1.0323,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,49.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.288,1.1193,1.0290,47.00,False,1.0323,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,49.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.291,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.293,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.296,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.299,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.301,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.304,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.306,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.308,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.311,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.314,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.317,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.320,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.322,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.324,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.328,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.330,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.333,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.335,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.337,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.340,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.343,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.346,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.349,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.351,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.354,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.358,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
1737354694.360,1.1193,1.0290,47.00,False,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,1.0290,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00
