Time (s),Sensor 0 Voltage,Sensor 1 Voltage,Magnet State
2.86102294921875e-06,1.1290043488212407,1.0419409475852597,1
0.0025811195373535156,1.0806134126802471,1.0419409475852597,1
0.00465703010559082,1.067722590981918,1.0419409475852597,1
0.006719827651977539,1.0644998855573358,1.0419409475852597,1
0.008782625198364258,1.067722590981918,1.0419409475852597,1
0.010841846466064453,1.0709452964065003,1.0419409475852597,1
0.012892723083496094,1.0741680018310824,1.0419409475852597,1
0.01494145393371582,1.0741680018310824,1.0419409475852597,1
0.01699686050415039,1.0741680018310824,1.0419409475852597,1
0.019024372100830078,1.0709452964065003,1.0419409475852597,1
0.021046876907348633,1.0709452964065003,1.0419409475852597,1
0.023319482803344727,1.0709452964065003,1.0419409475852597,1
0.02541351318359375,1.0709452964065003,1.0419409475852597,1
0.027451038360595703,1.067722590981918,1.045163653009842,1
0.029474735260009766,1.067722590981918,1.045163653009842,1
0.03149604797363281,1.067722590981918,1.045163653009842,1
0.033518075942993164,1.067722590981918,1.045163653009842,1
0.03553938865661621,1.067722590981918,1.045163653009842,1
0.03756999969482422,1.0644998855573358,1.045163653009842,1
0.03958916664123535,1.0644998855573358,1.045163653009842,1
0.041605234146118164,1.0644998855573358,1.045163653009842,1
0.04361987113952637,1.0644998855573358,1.045163653009842,1
0.04563283920288086,1.0644998855573358,1.0483863584344244,1
0.04765176773071289,1.0612771801327536,1.045163653009842,1
0.0496668815612793,1.0612771801327536,1.0483863584344244,1
0.05167961120605469,1.0612771801327536,1.0483863584344244,1
0.05369138717651367,1.0612771801327536,1.0483863584344244,1
0.05570530891418457,1.058054474708171,1.0483863584344244,1
0.05773186683654785,1.058054474708171,1.0483863584344244,1
0.059754371643066406,1.058054474708171,1.0483863584344244,1
0.061774253845214844,1.058054474708171,1.0483863584344244,1
0.06379437446594238,1.058054474708171,1.0483863584344244,1
0.06581258773803711,1.054831769283589,1.0516090638590065,1
0.06783485412597656,1.054831769283589,1.0516090638590065,1
