PWM Frequency (Hz),Duty Cycle (%),Time (s),Hall Sensor 0 Voltage (V),Hall Sensor 1 Voltage (V)
25,0,2.6226043701171875e-06,1.6838635843442435,1.7322545204852366
25,0,0.002717733383178711,1.6838635843442435,1.7322545204852366
25,0,0.004800081253051758,1.6838635843442435,1.7322545204852366
25,0,0.006836652755737305,1.680640878919661,1.7322545204852366
25,0,0.008867025375366211,1.6870862897688257,1.7322545204852366
25,0,0.010895490646362305,1.680640878919661,1.7322545204852366
25,0,0.012919902801513672,1.6838635843442435,1.7354772259098192
25,0,0.01495981216430664,1.6838635843442435,1.7322545204852366
25,0,0.01701498031616211,1.680640878919661,1.7322545204852366
25,0,0.019041061401367188,1.6838635843442435,1.7322545204852366
25,0,0.02106618881225586,1.6838635843442435,1.7322545204852366
25,0,0.023089885711669922,1.6838635843442435,1.7322545204852366
25,0,0.02543020248413086,1.6838635843442435,1.7322545204852366
25,0,0.02747321128845215,1.680640878919661,1.7322545204852366
25,0,0.029503822326660156,1.680640878919661,1.7322545204852366
25,0,0.031528472900390625,1.680640878919661,1.7322545204852366
25,0,0.03355216979980469,1.6838635843442435,1.7322545204852366
25,0,0.03559446334838867,1.680640878919661,1.7322545204852366
25,0,0.03762006759643555,1.6838635843442435,1.7322545204852366
25,0,0.03964519500732422,1.680640878919661,1.7322545204852366
25,0,0.04168558120727539,1.6838635843442435,1.7322545204852366
25,0,0.043715476989746094,1.6838635843442435,1.7322545204852366
25,0,0.04574704170227051,1.6838635843442435,1.7322545204852366
25,0,0.04777359962463379,1.680640878919661,1.7322545204852366
25,0,0.049799442291259766,1.680640878919661,1.7322545204852366
25,0,0.05183839797973633,1.6838635843442435,1.7322545204852366
25,0,0.053869009017944336,1.680640878919661,1.7322545204852366
25,0,0.05590343475341797,1.6870862897688257,1.7322545204852366
25,0,0.0579226016998291,1.680640878919661,1.7322545204852366
25,0,0.059946537017822266,1.6838635843442435,1.7322545204852366
25,0,0.061966896057128906,1.6838635843442435,1.7322545204852366
25,0,0.06401443481445312,1.6838635843442435,1.7322545204852366
25,0,0.06603789329528809,1.6838635843442435,1.7322545204852366
25,0,0.06805753707885742,1.6838635843442435,1.7322545204852366
25,0,0.07007765769958496,1.680640878919661,1.7322545204852366
25,0,0.07209515571594238,1.680640878919661,1.7322545204852366
25,0,0.07414698600769043,1.680640878919661,1.7322545204852366
25,0,0.07616829872131348,1.6870862897688257,1.7322545204852366
25,0,0.07818889617919922,1.6838635843442435,1.7322545204852366
25,0,0.08020949363708496,1.6838635843442435,1.7322545204852366
25,0,0.08222723007202148,1.680640878919661,1.7322545204852366
25,0,0.08425283432006836,1.6870862897688257,1.7322545204852366
25,0,0.08627486228942871,1.6838635843442435,1.7322545204852366
25,0,0.08829355239868164,1.6838635843442435,1.7322545204852366
25,0,0.09031081199645996,1.680640878919661,1.7322545204852366
25,0,0.09232616424560547,1.6838635843442435,1.7322545204852366
25,0,0.09434890747070312,1.6838635843442435,1.7322545204852366
25,0,0.09637641906738281,1.6838635843442435,1.7322545204852366
25,0,0.09839749336242676,1.680640878919661,1.7322545204852366
25,0,0.10041356086730957,1.680640878919661,1.7322545204852366
25,0,0.10242986679077148,1.680640878919661,1.7322545204852366
25,0,0.10446858406066895,1.680640878919661,1.7322545204852366
25,0,0.10648798942565918,1.680640878919661,1.7322545204852366
25,0,0.10850667953491211,1.6838635843442435,1.7322545204852366
25,0,0.11052346229553223,1.6838635843442435,1.7290318150606545
25,0,0.11255788803100586,1.680640878919661,1.7322545204852366
25,0,0.11459016799926758,1.6838635843442435,1.7322545204852366
25,0,0.11661601066589355,1.680640878919661,1.7322545204852366
25,0,0.11864256858825684,1.6838635843442435,1.7322545204852366
25,0,0.12066769599914551,1.680640878919661,1.7290318150606545
25,0,0.12270379066467285,1.680640878919661,1.7322545204852366
25,0,0.12475085258483887,1.680640878919661,1.7322545204852366
25,0,0.12678122520446777,1.6838635843442435,1.7322545204852366
25,0,0.12881231307983398,1.680640878919661,1.7322545204852366
25,0,0.13084149360656738,1.6838635843442435,1.7322545204852366
25,0,0.13286852836608887,1.6838635843442435,1.7322545204852366
25,0,0.1349015235900879,1.680640878919661,1.7322545204852366
25,0,0.13692855834960938,1.680640878919661,1.7322545204852366
25,0,0.13895654678344727,1.6838635843442435,1.7322545204852366
25,0,0.14098334312438965,1.680640878919661,1.7322545204852366
25,0,0.14301037788391113,1.680640878919661,1.7322545204852366
25,0,0.14503884315490723,1.6838635843442435,1.7322545204852366
25,0,0.1470651626586914,1.680640878919661,1.7322545204852366
25,0,0.14909005165100098,1.6838635843442435,1.7290318150606545
25,0,0.15111303329467773,1.6838635843442435,1.7322545204852366
25,0,0.1531391143798828,1.6838635843442435,1.7322545204852366
25,0,0.1551668643951416,1.6870862897688257,1.7322545204852366
25,0,0.1571974754333496,1.6838635843442435,1.7322545204852366
25,0,0.1592271327972412,1.6838635843442435,1.7322545204852366
25,0,0.1612541675567627,1.6838635843442435,1.7290318150606545
25,0,0.16328096389770508,1.680640878919661,1.7322545204852366
25,0,0.16530990600585938,1.6838635843442435,1.7322545204852366
25,0,0.16733527183532715,1.6838635843442435,1.7322545204852366
25,0,0.1693587303161621,1.6838635843442435,1.7322545204852366
25,0,0.1713855266571045,1.6870862897688257,1.7322545204852366
25,0,0.17341017723083496,1.6870862897688257,1.7322545204852366
25,0,0.17543864250183105,1.6838635843442435,1.7322545204852366
25,0,0.17746376991271973,1.680640878919661,1.7322545204852366
25,0,0.1794898509979248,1.6838635843442435,1.7322545204852366
25,0,0.18151426315307617,1.680640878919661,1.7322545204852366
25,0,0.18354129791259766,1.6838635843442435,1.7322545204852366
25,0,0.1855776309967041,1.680640878919661,1.7322545204852366
25,0,0.18760347366333008,1.6838635843442435,1.7322545204852366
25,0,0.18963074684143066,1.6870862897688257,1.7322545204852366
25,0,0.19165754318237305,1.6838635843442435,1.7322545204852366
25,0,0.19368362426757812,1.680640878919661,1.7322545204852366
25,0,0.1957077980041504,1.680640878919661,1.7322545204852366
25,0,0.19773459434509277,1.6838635843442435,1.7322545204852366
25,0,0.19975924491882324,1.6838635843442435,1.7322545204852366
25,0,0.20178675651550293,1.6838635843442435,1.7322545204852366
25,0,0.20381426811218262,1.6870862897688257,1.7322545204852366
25,0,0.2058391571044922,1.6838635843442435,1.7322545204852366
25,0,0.20786023139953613,1.6838635843442435,1.7322545204852366
25,0,0.20988702774047852,1.6838635843442435,1.7322545204852366
25,0,0.21191692352294922,1.6838635843442435,1.7322545204852366
25,0,0.21396780014038086,1.6870862897688257,1.7290318150606545
25,0,0.21599698066711426,1.680640878919661,1.7322545204852366
25,0,0.21803045272827148,1.680640878919661,1.7322545204852366
25,0,0.22005891799926758,1.6838635843442435,1.7322545204852366
25,0,0.22208690643310547,1.680640878919661,1.7322545204852366
25,0,0.2241356372833252,1.680640878919661,1.7322545204852366
25,0,0.22624588012695312,1.680640878919661,1.7322545204852366
25,0,0.22828269004821777,1.680640878919661,1.7322545204852366
25,0,0.2303164005279541,1.680640878919661,1.7322545204852366
25,0,0.23234176635742188,1.6838635843442435,1.7322545204852366
25,0,0.23437952995300293,1.6838635843442435,1.7322545204852366
25,0,0.23641061782836914,1.6838635843442435,1.7322545204852366
25,0,0.23843717575073242,1.680640878919661,1.7322545204852366
25,0,0.24045801162719727,1.680640878919661,1.7322545204852366
25,0,0.2424781322479248,1.680640878919661,1.7322545204852366
25,0,0.24452567100524902,1.6838635843442435,1.7322545204852366
25,0,0.24654841423034668,1.6838635843442435,1.7322545204852366
25,0,0.24856996536254883,1.6838635843442435,1.7322545204852366
25,0,0.25059080123901367,1.6838635843442435,1.7322545204852366
25,0,0.25261569023132324,1.680640878919661,1.7322545204852366
25,0,0.25464749336242676,1.6838635843442435,1.7322545204852366
25,0,0.2566711902618408,1.680640878919661,1.7322545204852366
25,0,0.2586984634399414,1.680640878919661,1.7322545204852366
25,0,0.2607250213623047,1.6838635843442435,1.7322545204852366
25,0,0.26275014877319336,1.6838635843442435,1.7322545204852366
25,0,0.26478075981140137,1.6838635843442435,1.7322545204852366
25,0,0.2671089172363281,1.6838635843442435,1.7322545204852366
25,0,0.26914477348327637,1.6838635843442435,1.7322545204852366
25,0,0.27117061614990234,1.6838635843442435,1.7322545204852366
25,0,0.2731940746307373,1.680640878919661,1.7322545204852366
25,0,0.27523183822631836,1.6838635843442435,1.7322545204852366
25,0,0.27725791931152344,1.6838635843442435,1.7322545204852366
25,0,0.279282808303833,1.680640878919661,1.7322545204852366
25,0,0.28130626678466797,1.6838635843442435,1.7322545204852366
25,0,0.2833273410797119,1.6838635843442435,1.7322545204852366
25,0,0.28536558151245117,1.6838635843442435,1.7322545204852366
25,0,0.2873990535736084,1.6838635843442435,1.7322545204852366
25,0,0.2894294261932373,1.6838635843442435,1.7322545204852366
25,0,0.2914578914642334,1.6838635843442435,1.7322545204852366
25,0,0.2934906482696533,1.6870862897688257,1.7322545204852366
25,0,0.29553914070129395,1.6838635843442435,1.7322545204852366
25,0,0.29756641387939453,1.680640878919661,1.7322545204852366
25,0,0.2995946407318115,1.680640878919661,1.7290318150606545
25,0,0.3016200065612793,1.6838635843442435,1.7322545204852366
25,0,0.303652286529541,1.6838635843442435,1.7322545204852366
25,0,0.3056821823120117,1.680640878919661,1.7322545204852366
25,0,0.307711124420166,1.6838635843442435,1.7322545204852366
25,0,0.3097383975982666,1.680640878919661,1.7322545204852366
25,0,0.3117659091949463,1.6838635843442435,1.7322545204852366
25,0,0.3137965202331543,1.6838635843442435,1.7322545204852366
