Time_s,Sensor0_Raw,Sensor1_Raw,DutyCycle,Setpoint,HYST_LOW,HYST_HIGH,Predicted_Lower_Sensor,flying_magnets_field,is_from_callback
1737354708.526,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1356,-0.0001,False
1737354708.538,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1355,-0.0000,False
1737354708.549,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1355,-0.0000,False
1737354708.560,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1354,0.0001,False
1737354708.572,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1354,0.0001,False
1737354708.583,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1354,0.0001,False
1737354708.594,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1354,0.0001,False
1737354708.606,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1353,0.0002,False
1737354708.619,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1353,0.0002,False
1737354708.631,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.644,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.655,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.666,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.678,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.689,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.700,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.712,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.723,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.734,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.745,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.757,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.768,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.779,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.790,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.802,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.813,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.824,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.835,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.847,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.858,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.870,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.882,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.893,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.905,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.916,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.928,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.940,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.951,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.963,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.974,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.985,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354708.996,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.008,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.019,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.030,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.041,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.053,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.064,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.075,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.087,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.098,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.109,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.121,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.132,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.144,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.155,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.166,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.177,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.189,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.200,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.211,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.222,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.233,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.245,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.256,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.267,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.278,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.290,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.301,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.312,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.324,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.335,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.346,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.358,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.369,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.380,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.392,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.403,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.414,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.425,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.436,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.448,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.459,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.470,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.482,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.493,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.504,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.516,1.1355,1.0323,0.00,1.1500,-0.2000,0.0000,1.1351,0.0004,False
1737354709.530,1.1355,1.0323,178.00,1.1500,-0.2000,0.0000,1.1356,-0.0001,True
1737354709.542,1.1355,1.0323,178.00,1.1500,-0.2000,0.0000,1.1350,0.0005,True
1737354709.554,1.1355,1.0323,178.00,1.1500,-0.2000,0.0000,1.1350,0.0005,True
1737354709.567,1.1355,1.0323,178.00,1.1500,-0.2000,0.0000,1.1352,0.0003,True
1737354709.578,1.1355,1.0323,178.00,1.1500,-0.2000,0.0000,1.1350,0.0005,True
1737354709.590,1.1355,1.0323,178.00,1.1500,-0.2000,0.0000,1.1344,0.0011,True
1737354709.602,1.1355,1.0323,178.00,1.1500,-0.2000,0.0000,1.1345,0.0010,True
1737354709.614,1.1000,1.0323,178.00,1.1500,-0.2000,0.0000,1.1189,-0.0189,True
1737354709.626,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0886,-0.0144,True
1737354709.639,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,True
1737354709.650,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,True
1737354709.652,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,False
1737354709.663,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,True
1737354709.684,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,True
1737354709.697,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,True
1737354709.709,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354709.720,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354709.733,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354709.746,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354709.747,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,False
1737354709.758,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354709.779,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354709.791,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354709.804,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354709.817,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.832,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.845,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.857,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.869,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.880,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.893,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.904,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.918,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.929,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.941,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.952,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.965,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.977,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354709.989,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.000,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.012,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.025,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.038,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.050,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.063,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.075,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.090,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.103,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.116,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.118,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,False
1737354710.128,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.139,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,False
1737354710.150,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.171,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.182,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.194,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.206,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.209,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,False
1737354710.231,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.242,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.254,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.266,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,True
1737354710.268,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,False
1737354710.278,1.0742,1.0290,76.00,1.1500,-0.2000,0.0000,1.0742,-0.0001,True
1737354710.290,1.0742,1.0290,76.00,1.1500,-0.2000,0.0000,1.0743,-0.0001,False
1737354710.301,1.0742,1.0290,76.00,1.1500,-0.2000,0.0000,1.0743,-0.0001,True
1737354710.316,1.0742,1.0290,76.00,1.1500,-0.2000,0.0000,1.0750,-0.0009,False
1737354710.322,1.0742,1.0290,76.00,1.1500,-0.2000,0.0000,1.0783,-0.0042,True
1737354710.333,1.0742,1.0290,76.00,1.1500,-0.2000,0.0000,1.0799,-0.0057,False
1737354710.344,1.0742,1.0290,76.00,1.1500,-0.2000,0.0000,1.0804,-0.0063,True
1737354710.356,1.0742,1.0290,76.00,1.1500,-0.2000,0.0000,1.0908,-0.0166,False
1737354710.367,1.0936,1.0323,76.00,1.1500,-0.2000,0.0000,1.0997,-0.0061,True
1737354710.378,1.1064,1.0323,76.00,1.1500,-0.2000,0.0000,1.1059,0.0006,False
1737354710.390,1.1064,1.0323,76.00,1.1500,-0.2000,0.0000,1.1059,0.0005,True
1737354710.401,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1059,0.0037,False
1737354710.411,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1059,0.0037,True
1737354710.422,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1059,0.0037,False
1737354710.432,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1059,0.0037,True
1737354710.453,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0037,True
1737354710.454,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0037,False
1737354710.476,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.477,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.493,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.500,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.511,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.532,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.534,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.544,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.565,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.566,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.577,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.598,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.600,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.610,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.626,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.632,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.647,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.653,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.676,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.676,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.688,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.708,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.709,1.1064,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0004,False
1737354710.721,1.1064,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0004,True
1737354710.732,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.741,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.763,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.763,1.1064,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0004,False
1737354710.775,1.1064,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0004,True
1737354710.786,1.1064,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0004,False
1737354710.796,1.1064,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0004,True
1737354710.808,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.828,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.829,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.840,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.851,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.862,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.874,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.884,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.907,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.907,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.922,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.930,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.940,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.955,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.962,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.983,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354710.989,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354710.995,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354711.012,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,False
1737354711.018,1.1097,1.0323,76.00,1.1500,-0.2000,0.0000,1.1060,0.0036,True
1737354711.042,1.1097,1.0323,178.00,1.1500,-0.2000,0.0000,1.1048,0.0049,False
1737354711.042,1.1064,1.0323,178.00,1.1500,-0.2000,0.0000,1.1044,0.0021,True
1737354711.066,1.1064,1.0323,178.00,1.1500,-0.2000,0.0000,1.1044,0.0021,True
1737354711.068,1.1064,1.0323,178.00,1.1500,-0.2000,0.0000,1.1044,0.0021,False
1737354711.090,1.1064,1.0323,178.00,1.1500,-0.2000,0.0000,1.1044,0.0021,True
1737354711.101,1.0936,1.0323,178.00,1.1500,-0.2000,0.0000,1.1039,-0.0103,True
1737354711.118,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.1039,-0.0297,True
1737354711.129,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0936,-0.0194,True
1737354711.141,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0841,-0.0100,True
1737354711.154,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,True
1737354711.165,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,True
1737354711.177,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,True
1737354711.188,1.0742,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,0.0000,True
1737354711.201,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354711.213,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354711.215,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,False
1737354711.225,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354711.247,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354711.258,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354711.271,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354711.282,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354711.294,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0741,0.0001,True
1737354711.295,1.0742,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,0.0001,False
1737354711.317,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.329,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.341,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.343,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,False
1737354711.364,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.376,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.388,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.400,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.411,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.424,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.437,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.449,1.0709,1.0290,178.00,1.1500,-0.2000,0.0000,1.0740,-0.0031,True
1737354711.460,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0741,-0.0032,True
1737354711.472,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0741,-0.0032,True
1737354711.484,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0741,-0.0032,True
1737354711.497,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0741,-0.0032,True
1737354711.509,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0741,-0.0032,True
1737354711.520,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0741,-0.0032,True
1737354711.522,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0741,-0.0032,False
1737354711.532,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0741,-0.0032,True
1737354711.554,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0741,-0.0032,True
1737354711.567,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0032,True
1737354711.579,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0032,True
1737354711.591,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0032,True
1737354711.603,1.0709,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0032,True
1737354711.615,1.0677,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0064,True
1737354711.627,1.0677,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0064,True
1737354711.638,1.0677,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0064,True
1737354711.651,1.0645,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0097,True
1737354711.663,1.0645,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0097,True
1737354711.675,1.0613,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0129,True
1737354711.687,1.0613,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0129,True
1737354711.699,1.0613,1.0323,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0129,True
1737354711.711,1.0613,1.0355,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0129,True
1737354711.722,1.0581,1.0355,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0161,True
1737354711.735,1.0548,1.0355,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0193,True
1737354711.747,1.0548,1.0355,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0193,True
1737354711.758,1.0548,1.0355,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0193,True
1737354711.770,1.0548,1.0355,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0193,True
1737354711.781,1.0548,1.0355,178.00,1.1500,-0.2000,0.0000,1.0742,-0.0193,True
