Time (s),Hall Sensor Voltage (V)
1.4066696166992188e-05,1.680640878919661
0.0011868476867675781,1.654859235523003
0.0018956661224365234,1.6322499427786679
0.0025701522827148438,1.612913710231174
0.0032377243041992188,1.5935271229114212
0.003932952880859375,1.5774135957885098
0.004604816436767578,1.5613000686655985
0.005270957946777344,1.5484092469672694
0.005934238433837891,1.535468070496681
0.006595134735107422,1.522577248798352
0.007254600524902344,1.5096864271000228
0.007915258407592773,1.5032410162508583
0.008575677871704102,1.4935225452048524
0.009234428405761719,1.4838544289311055
0.009893417358398438,1.477409018081941
0.01055288314819336,1.4709636072327763
0.011209487915039062,1.4645181963836118
0.011867761611938477,1.4548500801098647
0.012542247772216797,1.4516273746852826
0.013204813003540039,1.445181963836118
0.013869524002075195,1.4419089036392767
0.014533519744873047,1.4386861982146943
0.015191793441772461,1.4322407873655298
0.015851259231567383,1.4290180819409475
0.016509532928466797,1.4257953765163653
0.017167091369628906,1.4225726710917828
0.017824888229370117,1.4193499656672006
0.01848149299621582,1.4193499656672006
0.019137144088745117,1.4129045548180361
0.019793272018432617,1.4129045548180361
0.02044987678527832,1.409681849393454
0.021106958389282227,1.4064591439688714
0.02176380157470703,1.4064591439688714
0.022419214248657227,1.4032364385442893
0.023073911666870117,1.400013733119707
0.02373361587524414,1.400013733119707
0.02439427375793457,1.400013733119707
0.025051116943359375,1.400013733119707
0.025712251663208008,1.3967910276951248
0.026369094848632812,1.3967910276951248
0.027024269104003906,1.3935683222705424
0.027680397033691406,1.3935683222705424
0.02833390235900879,1.3935683222705424
0.028986692428588867,1.3935683222705424
0.029639720916748047,1.390295262073701
0.030292749404907227,1.390295262073701
0.030951976776123047,1.390295262073701
0.03160715103149414,1.390295262073701
0.03225994110107422,1.390295262073701
0.032912254333496094,1.3870725566491187
0.03359627723693848,1.3870725566491187
0.03427290916442871,1.3870725566491187
0.034929513931274414,1.3870725566491187
0.03558492660522461,1.3870725566491187
0.036257266998291016,1.3870725566491187
0.03691458702087402,1.3838498512245363
0.037569522857666016,1.3838498512245363
0.03822493553161621,1.3838498512245363
0.03888106346130371,1.3838498512245363
0.03953742980957031,1.3838498512245363
0.040192365646362305,1.3838498512245363
0.040845394134521484,1.3838498512245363
0.041498661041259766,1.3806271457999542
0.04215192794799805,1.3838498512245363
0.04280495643615723,1.3806271457999542
0.043459177017211914,1.3806271457999542
0.04412555694580078,1.3838498512245363
0.04478311538696289,1.3838498512245363
0.045438289642333984,1.3806271457999542
0.04609322547912598,1.3806271457999542
0.046747684478759766,1.3806271457999542
